2,6.5,4.5
2,10.5,4.5
2,14.5,4.5
2,16.5,4.5
2,7.5,10.0
2,11.5,10.0
2,15.5,10.0
2,26.5,13.5
2,14.5,15.5
2,16.5,15.5
2,12.5,15.5
2,8.5,15.5
2,4.5,11.5
2,4.5,8.5
2,18.5,14.5
2,6.5,15.5
2,10.5,15.5
2,26.5,6.5
2,12.5,4.5
2,8.5,4.5
2,22.766666,4.0666666
2,22.733334,4.3
2,22.733334,4.5
2,22.733334,4.7
2,22.733334,4.866667
2,22.733334,5.0666666
2,22.766666,5.3
2,22.733334,5.5333333
2,22.733334,5.766667
2,22.733334,5.9666667
2,22.733334,6.2
2,22.733334,6.4
2,22.733334,6.6
2,22.733334,6.766667
2,22.733334,6.9333334
