40,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.029108519,0.11369796,0.1331852,0.1327376,0.13594043,0.15551512,0.12365701,0.041512076,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.10978084,0.2715258,0.2751662,0.31205493,0.31688297,0.2888,0.22982936,0.11520851,0.0,0.0,0.0,0.0,0.0,0.0
0.026211739,0.1514659,0.1528595,0.0,0.0,0.0,0.14222221,0.37119734,0.4317271,0.38575736,0.384886,0.3773376,0.26920938,0.16284367,0.10381851,0.13329627,0.09984365,0.01972067,0.0,0.0
0.045756005,0.14217284,0.237782,0.0,0.0,0.0,0.0,0.0,0.0,0.42386085,0.42190912,0.0,0.0,0.0,0.0,0.0,0.0,0.09787583,0.0,0.0
0.07558391,0.18784136,0.32319072,0.4418915,0.78676045,0.0,0.15295213,0.32357207,0.39588046,0.35601318,0.35927457,0.28302014,0.13617098,0.013738245,0.0,0.54222214,0.37594336,0.1610725,0.0,0.0
0.08824246,0.24464034,0.39443922,0.5216723,0.5909439,0.0,0.18192142,0.28046575,0.31208777,0.32392332,0.3415424,0.20868225,0.07543381,0.054224037,0.0,0.5465925,0.428888,0.20545298,0.0,0.0
0.10191919,0.26600692,0.4452044,0.6000125,0.7013565,0.08273935,0.14679694,0.3021146,0.28655463,0.23895402,0.24648957,0.16177611,0.045752395,0.04315391,0.0,0.6620318,0.47960094,0.18816803,0.0,0.0
0.09355414,0.2843993,0.47368658,0.0,0.0,0.0,0.0,0.0,0.0,0.23399162,0.24029247,0.0,0.0,0.0,0.0,0.5285717,0.42579466,0.20941666,0.0,0.0
0.10586519,0.27048093,0.47580734,0.65463644,0.7668484,0.088280916,0.10935436,0.22330931,0.292346,0.24495316,0.2488235,0.16078314,0.043418135,0.0330353,0.0,0.6404293,0.47269017,0.18758595,0.0,0.0
0.09501233,0.28981063,0.48003536,0.63685876,0.7172259,0.0,0.13659501,0.2817956,0.32260323,0.32875007,0.3376192,0.20439392,0.07108105,0.03001795,0.0,0.5235018,0.43163785,0.21931234,0.0,0.0
0.1065486,0.27446502,0.4932418,0.6739417,0.78610533,0.0,0.05877126,0.2487064,0.2983063,0.25279555,0.2568778,0.16578998,0.046757497,0.0,0.0,0.6485948,0.48739383,0.20162463,0.0,0.0
0.09207395,0.2981635,0.49053344,0.0,0.049289048,0.0,0.0,0.0,0.0,0.25232127,0.25666678,0.0,0.0,0.0,0.0,0.5368065,0.44145697,0.22551683,0.0,0.0
0.1076833,0.27423188,0.4633441,0.62335277,0.72910297,0.0,0.09553344,0.15290952,0.30864203,0.24888882,0.25286263,0.16331504,0.04511172,0.074135,0.0,0.66432816,0.50234866,0.21911763,0.0,0.0
0.090741694,0.25121677,0.40444058,0.5377798,0.61631787,0.0,0.15830341,0.2943461,0.32865977,0.32888883,0.3377777,0.20444441,0.07111109,0.11019665,0.0,0.53552264,0.44751173,0.23341402,0.0,0.0
0.075070575,0.18765742,0.3278259,0.4477326,0.5300322,0.0,0.06456586,0.22778141,0.2653221,0.24888882,0.25286263,0.16331504,0.053052396,0.028732061,0.0,0.683858,0.42248103,0.18129423,0.0,0.0
0.0398385,0.13791764,0.23214892,0.0,0.0,0.0,0.0,0.0,0.13055739,0.12401464,0.12617025,0.06931418,0.0,0.0,0.0,0.0,0.0,0.11719217,0.0,0.0
0.017291643,0.06864744,0.14449562,0.0,0.6459542,0.8647677,0.48110133,0.0,0.03481326,0.0,0.0,0.0,0.0,0.5141081,0.7602477,0.54858434,0.0,0.031646937,0.0,0.0
0.0,0.029881481,0.068129346,0.0,0.44213626,0.62562627,0.28762928,0.0,3.9358725E-4,0.0,0.0,0.0,0.0,0.43350175,0.5682062,0.4603561,0.0,0.0,0.0,0.0
0.0,0.0,0.016443975,0.0,0.2708757,0.40814662,0.118319444,0.0,0.0,0.0,0.0,0.0,0.057365377,0.22668387,0.3019049,0.24346754,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.060756005,0.096451834,0.051488876,0.0,0.0,0.0,0.0,0.0,0.0,0.16112694,0.2587689,0.16112694,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08945901,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10118837,0.017546045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20270166,0.11253572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.885,0.68999994,0.46499997,0.23999998,0.14985003,0.37478575,0.5996252,0.8235147,0.017993808,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6745006,0.59222573,0.41025516,0.20270166,0.12115468,0.33455765,0.53380334,0.6770089,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.44975007,0.40341163,0.27412063,0.10118837,0.03297926,0.21820086,0.37158254,0.45858184,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.22483337,0.19308767,0.09697446,0.0,0.0,0.056658447,0.17501724,0.23575227,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
